x,y
-76.49204469667156,42.45159372149392
-76.4920317993516,42.45154431761753
-76.49204469667156,42.45159372149392
-76.49207821961578,42.45163388048947
-76.49204469667156,42.45159372149392
-76.4920317993516,42.45154431761753
-76.49203904475763,42.45149921697261
-76.4920520792886,42.45145412183733
-76.49206488185291,42.45140885455977
-76.49207513080134,42.451368215447914
-76.49207288013706,42.45132327919478
-76.4920418989746,42.45128758136489
-76.49198703139133,42.451274846241816
-76.49158378006483,42.451311569391365
-76.49158379978661,42.451311383947015
-76.49159176476088,42.45123491233792
-76.49158743075543,42.45118997440685
-76.49157732620831,42.45113148246507
-76.49156745240947,42.45107316266225
-76.49155757333472,42.451019301999054
-76.49154746884122,42.45096081095325
-76.4915366755079,42.45089785930866
-76.49153001892759,42.45085754971368
-76.49151692954325,42.45078104773547
-76.49151027298649,42.45074073903881
-76.49150361547507,42.4507002574847
-76.49149649601283,42.45065977646007
-76.4914845519699,42.45059236564009
-76.49147283893238,42.45052495410288
-76.4914604382844,42.45045308376711
-76.49142924647732,42.45040400726001
-76.49137833085483,42.450350463880135
-76.49140431400583,42.45033346650299
-76.49164224731331,42.450126509803624
-76.49200169618821,42.449788758735224
-76.49209535106783,42.44969650657208
-76.4922053907018,42.449757482652736
-76.49235434918643,42.449895491496065
-76.49246132677747,42.450037468667695
-76.49253950237834,42.450222924132206
-76.49288131060149,42.45100353133225
-76.49290909586323,42.45102837699962
-76.49291932973209,42.451037528435556
-76.4929843768179,42.451057483374285
-76.4930743633243,42.4510625247761
-76.4940358911818,42.45103090966096
-76.49423139258704,42.45102448065937
-76.49429133974114,42.451034506075395
-76.49441140979944,42.45108247139701
-76.49449936618157,42.45115553075099
-76.49454633951231,42.45122849527955
-76.49457135328483,42.45147753624982
-76.49461828950447,42.45216884984462
-76.49461833119287,42.452169460274625
-76.49466738552398,42.4528974694863
-76.49467500785384,42.453122631981394
-76.49467842280173,42.45322351138083
-76.4946872915933,42.45337521284652
-76.4946933897189,42.453479528027444
-76.49477831797229,42.45366546783209
-76.4948843557191,42.4538185317135
-76.4951481718018,42.454124319063546
-76.495501460078,42.45455198288892
-76.4956073495862,42.45467247252779
-76.49560804750296,42.45467329232689
-76.49580239573547,42.45490146305486
-76.49590817861014,42.45503302500834
-76.49613597508008,42.45527330617064
-76.49639663720862,42.45553093430232
-76.49664202731888,42.45577997500865
-76.4969124020076,42.45605503442299
-76.49580239573547,42.45490146305486
-76.49546036288355,42.45491448246013
-76.49507933623066,42.45507246002244
-76.49492138217819,42.455170521354425
-76.4946673549975,42.45535052651556
-76.49455133128497,42.4554014805162
-76.49440739548157,42.45543451766241
-76.49429137431216,42.45543449871944
-76.49410741980658,42.45539051870231
-76.49368332373174,42.45526150198921
-76.49354834236979,42.45524146749645
-76.49350209193724,42.455243271455345
-76.49344433725246,42.455245524622875
-76.49333338475428,42.4552745286693
-76.49323434770155,42.4553494847308
-76.49302633696816,42.4555675209949
-76.49293331636343,42.4556295209418
-76.49281634446656,42.455676523759166
-76.49267934068769,42.455704514474704
-76.49237036748447,42.45574248976029
-76.49232830629072,42.455753484039896
-76.49225540886997,42.455797480983925
-76.49222430658548,42.45582949582481
-76.49219130786618,42.45589657728536
-76.49208831011612,42.45608945921813
-76.49546036288355,42.45491448246013
-76.4956073495862,42.45467247252779
-76.49466738552398,42.4528974694863
-76.49483562751249,42.45289026572488
-76.4949822369728,42.45288386070903
-76.495134861857,42.45288174912297
-76.49532733428673,42.45287023467925
-76.49551539926566,42.452863346735
-76.49570554940495,42.452856289020815
-76.49590450011,42.45284923770384
-76.49608214258393,42.452842341780126
-76.49662665292956,42.45282183127422
-76.49686103139928,42.45281874926673
-76.49708870032121,42.452811203488444
-76.49723391980231,42.452804795446944
-76.49732030569396,42.45280365931145
-76.49758503013685,42.452795797335355
-76.49783006653833,42.45279014918579
-76.49783019541208,42.452790143880144
-76.49873727505069,42.45275360514587
-76.4988773977064,42.45274736321621
-76.49962779835326,42.45272407391974
-76.49977903784878,42.45271749509384
-76.49992980919538,42.45271554682745
-76.50183337523023,42.452650028891334
-76.50189428479774,42.45264938615912
-76.50195379469051,42.45265748963371
-76.50204337726171,42.4526923683718
-76.49977903784878,42.45271749509384
-76.49978468471355,42.45282554859894
-76.49982061936723,42.45332036868581
-76.49982832027696,42.453450890446554
-76.49982837500835,42.45345178807699
-76.49983353295234,42.45353630399092
-76.49984717900445,42.45372531390511
-76.49987897568052,42.45419766411238
-76.49989419039655,42.45442509147037
-76.49989532738053,42.454441385769435
-76.49990372983237,42.454566590890124
-76.4999068321749,42.45460984494037
-76.49992760686614,42.45489950085109
-76.4999280904597,42.45490612554561
-76.4999683234073,42.45545726804527
-76.49997381027151,42.455511295804186
-76.4999815417812,42.45561917880729
-76.49999109614451,42.45574970185235
-76.50000134006147,42.45588468453653
-76.5000083962445,42.455977473660646
-76.50000844614851,42.45597834787951
-76.50000862322909,42.45598141890093
-76.50003503364815,42.45632547800166
-76.50005980748423,42.45668085614479
-76.50006730828066,42.456788738952376
-76.50007233212372,42.456842767258
-76.50007804429188,42.456901254303375
-76.50012123556436,42.45751750593558
-76.5001474118316,42.4578639667238
-76.50015969290504,42.45803479499669
-76.50021330661029,42.45882667642206
-76.50024015580077,42.45919097325347
-76.50024714612073,42.45933504370916
-76.50025373164583,42.45943400661323
-76.50025085699093,42.45950603677125
-76.50025048903578,42.45960962662677
-76.5002438129861,42.45975385822088
-76.50022924977405,42.459907173424995
-76.50020704237153,42.46006048307991
-76.50018699154123,42.46015977056652
-76.50015924369879,42.460299870727475
-76.49987897568052,42.45419766411238
-76.49999709392195,42.454196034991874
-76.50019944444279,42.45424746161772
-76.50043236721321,42.45429839683438
-76.50065696424883,42.45434057834242
-76.49982832027696,42.453450890446554
-76.49994574884788,42.45344480173271
-76.50142340311936,42.453398360565124
-76.49982832027696,42.453450890446554
-76.49968565390077,42.45345267343824
-76.49887757032127,42.453481236845036
-76.49788791016657,42.453512231481504
-76.49783006653833,42.45279014918579
-76.49977903784878,42.45271749509384
-76.49977384924995,42.45261407392055
-76.49973932293176,42.452105704495466
-76.49973160434803,42.45198873207472
-76.49971568606159,42.451768336263456
-76.49964860860636,42.45066138756928
-76.49964849994731,42.450659909210714
-76.49956540228756,42.449528440806674
-76.49956535810355,42.449527843880794
-76.49956158855615,42.44940178403259
-76.49949301839709,42.448376128286974
-76.49949300290356,42.44837589600025
-76.49948530071849,42.448259155774004
-76.49948236164693,42.448205128886656
-76.49941918478976,42.44723541469595
-76.49941904899269,42.44723332951931
-76.49934800774544,42.44615364673245
-76.49934538736291,42.44608779651261
-76.49934531916273,42.44608607150204
-76.499276714106,42.44509180011267
-76.49934531916273,42.44608607150204
-76.49934323797137,42.446086144701425
-76.49893750413037,42.446100349515184
-76.49886872582006,42.44610132789154
-76.49846971024792,42.4461156116241
-76.49823882519915,42.446122986714826
-76.49831410280922,42.44726141381265
-76.49831439228923,42.44726578764784
-76.4983776939251,42.44823312846163
-76.49838417323564,42.44840858401504
-76.49838798300226,42.44850308691088
-76.49845944785476,42.449429786233246
-76.49846969852949,42.44955567895926
-76.49848315605313,42.44970867284522
-76.49854474368563,42.450576881647194
-76.49855399461666,42.45069435857293
-76.49855430657442,42.45069831468607
-76.49856318135802,42.45081528806723
-76.4986539555528,42.45202532926423
-76.49887837765948,42.45201794858658
-76.49957202807991,42.45199530474757
-76.49973160434803,42.45198873207472
-76.49989789636382,42.45198199301266
-76.50033865981862,42.45194921286252
-76.50048157869793,42.45192942160561
-76.50054110534528,42.451924147492356
-76.50061592212643,42.45191408312727
-76.5007463346758,42.45189445357012
-76.50082648467753,42.45187976180944
-76.50099172103056,42.45184612688728
-76.500991885194,42.451846093694456
-76.50110678004197,42.45182662453473
-76.50117303517149,42.45181226557462
-76.50126871283057,42.45178849528795
-76.5013912684827,42.451755310881644
-76.50143853135656,42.45174128120085
-76.50152912082905,42.451713047016064
-76.50162109976336,42.451684814650314
-76.50169153842278,42.45165690898191
-76.50177424757572,42.45163330009064
