x,y
-76.51773782298149,42.44364656275038
-76.51806665048662,42.44363766108362
-76.51814075573918,42.443632215065705
-76.51827275214032,42.44362594389176
-76.51845707863879,42.44362347622233
-76.5186217248452,42.443616880108394
-76.51868934753209,42.44361143007612
-76.51875141135068,42.443606148828266
-76.51880835318795,42.44362779062733
-76.51882636903535,42.44367256333524
-76.5188367425961,42.443717504596705
-76.51884294928026,42.44376244171202
-76.51885004406999,42.44384339734771
-76.51885206876412,42.44390188241863
-76.51885682474617,42.44400547370235
-76.5188674874269,42.44422140595734
-76.51885355177406,42.44426221650016
-76.51881785827497,42.44429409739625
-76.51876665817194,42.44431739335786
-76.51870784030235,42.44431804623682
-76.5186115038255,42.44432382308257
-76.51835862676229,42.444331740350734
-76.51824353382476,42.44433784926594
-76.51796401780875,42.44435501274781
-76.51786952907578,42.44436524917427
-76.51778777589533,42.444375320849666
-76.51770347126032,42.444390022112636
-76.51763398237857,42.44440884794496
-76.51756889722783,42.444423217110895
-76.51750265950209,42.444433127327656
-76.51743757896922,42.44444303727099
-76.51737273058869,42.444452946410664
-76.51730603453541,42.444458225143435
-76.5172358642208,42.44446367288976
-76.51713304340866,42.44446961670961
-76.51684702488348,42.444504781369965
-76.51686268349472,42.444806297625625
-76.51686814964685,42.44511243906003
-76.51687775653555,42.44522495331675
-76.51688095448245,42.44526543053237
-76.51688484895858,42.44530590815139
-76.5168889743994,42.445346385903804
-76.51689379515591,42.44538686405883
-76.51689998526452,42.44544517960648
-76.51690873610352,42.44549132017805
-76.51691103873874,42.445503669927206
-76.5169246402732,42.44556198976655
-76.51695275888008,42.445687720224036
-76.51702132146544,42.445889450672865
-76.51684702488348,42.444504781369965
-76.51684700795896,42.44450469313147
-76.51682261553674,42.444374593862136
-76.51681132648699,42.44432073449127
-76.51679126532426,42.444239943166444
-76.51677464976505,42.44418608069869
-76.51676080336692,42.444141309193675
-76.51674626781086,42.44409190707973
-76.51673011545445,42.44403804487317
-76.51671765849511,42.44399327416913
-76.51667911057973,42.443876627811164
-76.5166627224718,42.44382739656309
-76.51661932082422,42.44370182905627
-76.51658769255154,42.443612283707736
-76.51656738182754,42.443549500749754
-76.51655337548851,42.44350337418054
-76.51653924875663,42.443465328569374
-76.51652394964955,42.443419849453655
-76.51650923406014,42.44338005512602
-76.51649510663214,42.44334157196576
-76.51647861800345,42.4433048366959
-76.51646330660544,42.44326985047933
-76.51644151699804,42.44322174411065
-76.51642258330796,42.44318222189842
-76.5163978547021,42.4431374439893
-76.51636479810202,42.44308391486221
-76.51632503170973,42.44302592265127
-76.51628889118473,42.442974899915065
-76.51622845210464,42.44289781926604
-76.5161471955912,42.44280749117548
-76.51610672579055,42.44275858873373
-76.51599337618205,42.44262277870223
-76.51589002048452,42.44247846486453
-76.51583334742291,42.442372528217874
-76.5158047842131,42.44231678234516
-76.51576856061425,42.442226192402714
-76.51575471747691,42.442187370800866
-76.51573180150288,42.442117114609815
-76.51572504883904,42.44209946758067
-76.51570180181598,42.44203871288233
-76.51560331285047,42.44177644071428
-76.51555682667735,42.441660513079384
-76.5155324595551,42.44161528954032
-76.51551031053428,42.441572533211534
-76.51547818140708,42.44152155129284
-76.51544604257258,42.44147961010475
-76.51541467539317,42.44144125973446
-76.51538842325603,42.441409498933346
-76.51535172205033,42.4413727154953
-76.51530173108296,42.44132987508773
-76.5151722149856,42.441208478215756
-76.51509591484479,42.44115667135377
-76.51478187329636,42.440943439451864
-76.51474462165812,42.44091820535179
-76.51442552246546,42.44070270790152
-76.5151722149856,42.441208478215756
-76.51538450968367,42.44103006526448
-76.5155715547597,42.44086090011088
-76.51568863917815,42.44071981945305
-76.51571855385497,42.44067884673998
-76.51575079357627,42.44062895798257
-76.51580136412166,42.44054271986284
-76.5158278095757,42.440497285922376
-76.51585958958705,42.440442937708326
-76.51601012017106,42.44017922310186
-76.51653139215233,42.439281204272426
-76.5176678382273,42.43726700504392
-76.51786362449208,42.43691312771211
-76.51797938325652,42.43670001132755
-76.51812737588251,42.436436833395746
-76.5183720536214,42.43604182149212
-76.51846249217712,42.43590552494699
-76.51856266405126,42.43576014445632
-76.51867975197904,42.43560105293133
-76.51881608392327,42.43541453024372
-76.51897722185673,42.4351962931434
-76.51915018460551,42.43495988278479
-76.51928465349476,42.43478244874821
-76.51937646243618,42.43465970164833
-76.51946201236679,42.434546040357866
-76.51959323811265,42.434368604139195
-76.51967206768927,42.43425957006405
-76.51974671582511,42.434164082145394
-76.51984061319104,42.43403670470364
-76.51989602525225,42.43395938657608
-76.51998968521474,42.433836639091176
-76.52007291318489,42.433727436104405
-76.52018789575291,42.43358171839681
-76.52028432392737,42.43346789140651
-76.52037148172391,42.43336314861613
-76.52043452894773,42.43329029357167
-76.5205328007219,42.43318538569688
-76.52078240090647,42.432934436277044
-76.52115294366165,42.432591796627236
-76.5212087847127,42.4325460343098
-76.52136725306647,42.432436013127315
-76.52148911519156,42.4323532410102
-76.52165012884066,42.432243049749836
-76.52181553824623,42.432137318880194
-76.52193646304173,42.432063636057094
-76.52208194635894,42.43197161461951
-76.52221445958456,42.43188438825441
-76.52233816612834,42.431806075370375
-76.52241113929036,42.43176015051896
-76.52257215532882,42.43164549879239
-76.52279132077852,42.431489372165004
-76.5232563003725,42.43115003362989
-76.5233005497692,42.43111798560233
-76.52355075740715,42.43093906298508
-76.52385680128177,42.43071420603529
-76.52403102478856,42.43058137853083
-76.52410469778346,42.43052636267378
-76.52441492159176,42.430283669729775
-76.52490798824682,42.429844693281844
-76.51538450968367,42.44103006526448
-76.51548357635593,42.44106476903452
